,w,h,area,ratio
66,490.0,388.0,190120.0,1.2628865979381443
67,510.0,368.0,187680.0,1.3858695652173914
68,491.0,375.0,184125.0,1.3093333333333332
69,512.0,450.0,230400.0,1.1377777777777778
70,484.0,335.0,162140.0,1.4447761194029851
71,512.0,426.0,218112.0,1.2018779342723005
72,469.0,355.0,166495.0,1.3211267605633803
73,426.0,301.0,128226.0,1.415282392026578
74,492.0,391.0,192372.0,1.258312020460358
75,491.0,417.0,204747.0,1.1774580335731415
76,512.0,371.0,189952.0,1.3800539083557952
77,456.0,325.0,148200.0,1.403076923076923
78,512.0,410.0,209920.0,1.248780487804878
79,469.0,347.0,162743.0,1.3515850144092219
80,497.0,371.0,184387.0,1.3396226415094339
81,512.0,408.0,208896.0,1.2549019607843137
82,512.0,402.0,205824.0,1.2736318407960199
83,481.0,392.0,188552.0,1.2270408163265305
84,512.0,428.0,219136.0,1.1962616822429906
85,480.0,352.0,168960.0,1.3636363636363635
86,494.0,361.0,178334.0,1.368421052631579
87,466.0,374.0,174284.0,1.2459893048128343
88,482.0,343.0,165326.0,1.4052478134110786
89,511.0,380.0,194180.0,1.3447368421052632
90,507.0,408.0,206856.0,1.2426470588235294
91,493.0,382.0,188326.0,1.2905759162303665
92,512.0,373.0,190976.0,1.3726541554959786
93,504.0,384.0,193536.0,1.3125
94,503.0,393.0,197679.0,1.2798982188295165
95,512.0,385.0,197120.0,1.3298701298701299
96,512.0,351.0,179712.0,1.4586894586894588
97,494.0,385.0,190190.0,1.283116883116883
98,512.0,396.0,202752.0,1.292929292929293
99,468.0,353.0,165204.0,1.3257790368271956
100,500.0,359.0,179500.0,1.392757660167131
101,512.0,434.0,222208.0,1.1797235023041475
102,445.0,330.0,146850.0,1.3484848484848484
103,461.0,349.0,160889.0,1.320916905444126
104,512.0,406.0,207872.0,1.2610837438423645
105,434.0,328.0,142352.0,1.3231707317073171
106,468.0,373.0,174564.0,1.2546916890080428
107,448.0,316.0,141568.0,1.4177215189873418
108,512.0,416.0,212992.0,1.2307692307692308
109,512.0,395.0,202240.0,1.2962025316455696
110,457.0,354.0,161778.0,1.2909604519774012
111,463.0,348.0,161124.0,1.3304597701149425
112,512.0,431.0,220672.0,1.1879350348027842
113,482.0,345.0,166290.0,1.3971014492753624
114,512.0,371.0,189952.0,1.3800539083557952
115,477.0,373.0,177921.0,1.2788203753351206
116,506.0,408.0,206448.0,1.2401960784313726
117,512.0,384.0,196608.0,1.3333333333333333
118,425.0,290.0,123250.0,1.4655172413793103
119,512.0,410.0,209920.0,1.248780487804878
120,493.0,375.0,184875.0,1.3146666666666667
121,512.0,388.0,198656.0,1.3195876288659794
122,512.0,457.0,233984.0,1.1203501094091903
123,512.0,400.0,204800.0,1.28
124,483.0,381.0,184023.0,1.2677165354330708
125,512.0,428.0,219136.0,1.1962616822429906
126,512.0,373.0,190976.0,1.3726541554959786
127,448.0,331.0,148288.0,1.353474320241692
128,512.0,420.0,215040.0,1.2190476190476192
129,512.0,421.0,215552.0,1.2161520190023754
130,493.0,354.0,174522.0,1.3926553672316384
131,499.0,397.0,198103.0,1.256926952141058
132,512.0,420.0,215040.0,1.2190476190476192
133,512.0,386.0,197632.0,1.3264248704663213
134,499.0,367.0,183133.0,1.3596730245231607
135,475.0,348.0,165300.0,1.3649425287356323
136,482.0,416.0,200512.0,1.1586538461538463
137,476.0,361.0,171836.0,1.3185595567867037
138,448.0,305.0,136640.0,1.4688524590163934
139,491.0,369.0,181179.0,1.3306233062330624
140,509.0,397.0,202073.0,1.2821158690176322
141,429.0,370.0,158730.0,1.1594594594594594
142,512.0,361.0,184832.0,1.4182825484764543
143,512.0,467.0,239104.0,1.0963597430406853
144,475.0,371.0,176225.0,1.280323450134771
145,512.0,414.0,211968.0,1.2367149758454106
146,507.0,425.0,215475.0,1.1929411764705882
147,474.0,362.0,171588.0,1.3093922651933703
148,502.0,387.0,194274.0,1.297157622739018
149,489.0,346.0,169194.0,1.4132947976878614
150,481.0,368.0,177008.0,1.3070652173913044
151,499.0,407.0,203093.0,1.2260442260442261
152,452.0,340.0,153680.0,1.3294117647058823
153,469.0,378.0,177282.0,1.2407407407407407
154,502.0,364.0,182728.0,1.379120879120879
155,498.0,387.0,192726.0,1.2868217054263567
156,483.0,360.0,173880.0,1.3416666666666666
157,511.0,405.0,206955.0,1.2617283950617284
158,512.0,359.0,183808.0,1.426183844011142
159,487.0,391.0,190417.0,1.2455242966751918
160,496.0,357.0,177072.0,1.3893557422969187
161,505.0,407.0,205535.0,1.240786240786241
162,512.0,420.0,215040.0,1.2190476190476192
163,493.0,386.0,190298.0,1.2772020725388602
164,500.0,370.0,185000.0,1.3513513513513513
165,512.0,402.0,205824.0,1.2736318407960199
166,488.0,357.0,174216.0,1.3669467787114846
167,512.0,422.0,216064.0,1.2132701421800949
168,502.0,356.0,178712.0,1.4101123595505618
169,501.0,357.0,178857.0,1.403361344537815
170,510.0,399.0,203490.0,1.2781954887218046
171,492.0,431.0,212052.0,1.1415313225058004
172,495.0,371.0,183645.0,1.3342318059299192
173,512.0,447.0,228864.0,1.145413870246085
174,510.0,424.0,216240.0,1.2028301886792452
175,475.0,361.0,171475.0,1.3157894736842106
176,506.0,403.0,203918.0,1.2555831265508686
177,498.0,401.0,199698.0,1.2418952618453865
178,512.0,419.0,214528.0,1.2219570405727924
179,481.0,416.0,200096.0,1.15625
180,468.0,382.0,178776.0,1.225130890052356
181,498.0,374.0,186252.0,1.3315508021390374
182,506.0,405.0,204930.0,1.2493827160493827
183,496.0,357.0,177072.0,1.3893557422969187
184,512.0,374.0,191488.0,1.3689839572192513
185,497.0,374.0,185878.0,1.3288770053475936
186,466.0,347.0,161702.0,1.3429394812680115
187,495.0,373.0,184635.0,1.3270777479892761
188,494.0,372.0,183768.0,1.3279569892473118
189,466.0,375.0,174750.0,1.2426666666666666
190,512.0,410.0,209920.0,1.248780487804878
191,500.0,342.0,171000.0,1.4619883040935673
192,498.0,357.0,177786.0,1.3949579831932772
193,497.0,388.0,192836.0,1.2809278350515463
194,503.0,379.0,190637.0,1.3271767810026385
195,512.0,367.0,187904.0,1.3950953678474114
196,512.0,429.0,219648.0,1.1934731934731935
197,497.0,390.0,193830.0,1.2743589743589743
198,504.0,365.0,183960.0,1.3808219178082193
199,506.0,382.0,193292.0,1.324607329842932
200,512.0,391.0,200192.0,1.3094629156010231
201,512.0,388.0,198656.0,1.3195876288659794
202,441.0,328.0,144648.0,1.3445121951219512
203,480.0,349.0,167520.0,1.3753581661891117
204,489.0,333.0,162837.0,1.4684684684684686
205,511.0,373.0,190603.0,1.3699731903485255
206,512.0,417.0,213504.0,1.2278177458033572
207,512.0,393.0,201216.0,1.3027989821882953
208,512.0,377.0,193024.0,1.3580901856763925
209,465.0,364.0,169260.0,1.2774725274725274
210,457.0,348.0,159036.0,1.3132183908045978
211,500.0,373.0,186500.0,1.3404825737265416
212,512.0,421.0,215552.0,1.2161520190023754
213,492.0,392.0,192864.0,1.2551020408163265
214,490.0,363.0,177870.0,1.3498622589531681
215,445.0,322.0,143290.0,1.3819875776397517
216,493.0,409.0,201637.0,1.2053789731051345
217,486.0,369.0,179334.0,1.3170731707317074
218,512.0,434.0,222208.0,1.1797235023041475
219,460.0,365.0,167900.0,1.2602739726027397
220,512.0,386.0,197632.0,1.3264248704663213
221,485.0,388.0,188180.0,1.25
222,497.0,359.0,178423.0,1.384401114206128
223,512.0,389.0,199168.0,1.3161953727506426
224,512.0,409.0,209408.0,1.2518337408312958
225,498.0,375.0,186750.0,1.328
226,502.0,390.0,195780.0,1.2871794871794873
227,512.0,418.0,214016.0,1.2248803827751196
228,509.0,369.0,187821.0,1.3794037940379404
229,476.0,380.0,180880.0,1.2526315789473683
230,479.0,336.0,160944.0,1.4255952380952381
231,512.0,428.0,219136.0,1.1962616822429906
232,474.0,372.0,176328.0,1.2741935483870968
233,497.0,373.0,185381.0,1.3324396782841823
234,509.0,404.0,205636.0,1.25990099009901
235,481.0,394.0,189514.0,1.2208121827411167
236,427.0,368.0,157136.0,1.1603260869565217
237,512.0,410.0,209920.0,1.248780487804878
238,496.0,350.0,173600.0,1.417142857142857
239,512.0,393.0,201216.0,1.3027989821882953
240,473.0,347.0,164131.0,1.3631123919308357
241,481.0,402.0,193362.0,1.1965174129353233
242,502.0,388.0,194776.0,1.2938144329896908
243,512.0,353.0,180736.0,1.4504249291784703
244,512.0,425.0,217600.0,1.204705882352941
245,464.0,393.0,182352.0,1.1806615776081424
246,488.0,371.0,181048.0,1.3153638814016173
247,505.0,371.0,187355.0,1.3611859838274933
248,512.0,418.0,214016.0,1.2248803827751196
249,512.0,381.0,195072.0,1.3438320209973753
250,512.0,488.0,249856.0,1.0491803278688525
251,507.0,392.0,198744.0,1.2933673469387754
252,472.0,361.0,170392.0,1.3074792243767313
253,497.0,322.0,160034.0,1.5434782608695652
254,512.0,428.0,219136.0,1.1962616822429906
255,431.0,315.0,135765.0,1.3682539682539683
256,512.0,356.0,182272.0,1.4382022471910112
257,512.0,384.0,196608.0,1.3333333333333333
258,400.0,271.0,108400.0,1.4760147601476015
259,501.0,375.0,187875.0,1.336
260,447.0,321.0,143487.0,1.3925233644859814
261,512.0,395.0,202240.0,1.2962025316455696
262,509.0,368.0,187312.0,1.3831521739130435
263,470.0,413.0,194110.0,1.1380145278450364
264,512.0,428.0,219136.0,1.1962616822429906
265,512.0,413.0,211456.0,1.2397094430992737
266,456.0,342.0,155952.0,1.3333333333333333
267,493.0,370.0,182410.0,1.3324324324324324
268,467.0,375.0,175125.0,1.2453333333333334
269,508.0,375.0,190500.0,1.3546666666666667
270,512.0,450.0,230400.0,1.1377777777777778
271,512.0,396.0,202752.0,1.292929292929293
272,499.0,374.0,186626.0,1.3342245989304813
273,456.0,428.0,195168.0,1.0654205607476634
274,512.0,425.0,217600.0,1.204705882352941
275,504.0,380.0,191520.0,1.3263157894736841
276,512.0,406.0,207872.0,1.2610837438423645
277,495.0,367.0,181665.0,1.348773841961853
278,451.0,367.0,165517.0,1.228882833787466
279,499.0,325.0,162175.0,1.5353846153846153
280,479.0,362.0,173398.0,1.3232044198895028
281,490.0,338.0,165620.0,1.4497041420118344
282,512.0,466.0,238592.0,1.0987124463519313
283,511.0,388.0,198268.0,1.3170103092783505
284,469.0,364.0,170716.0,1.2884615384615385
285,452.0,342.0,154584.0,1.3216374269005848
286,468.0,368.0,172224.0,1.2717391304347827
287,491.0,377.0,185107.0,1.3023872679045092
288,492.0,394.0,193848.0,1.248730964467005
289,510.0,443.0,225930.0,1.1512415349887133
290,512.0,369.0,188928.0,1.3875338753387534
291,501.0,374.0,187374.0,1.339572192513369
292,497.0,354.0,175938.0,1.4039548022598871
293,496.0,358.0,177568.0,1.3854748603351956
294,473.0,339.0,160347.0,1.3952802359882006
295,512.0,322.0,164864.0,1.5900621118012421
296,493.0,373.0,183889.0,1.32171581769437
297,512.0,352.0,180224.0,1.4545454545454546
298,447.0,302.0,134994.0,1.4801324503311257
299,504.0,415.0,209160.0,1.2144578313253012
300,495.0,365.0,180675.0,1.356164383561644
301,512.0,409.0,209408.0,1.2518337408312958
302,512.0,392.0,200704.0,1.3061224489795917
303,461.0,390.0,179790.0,1.182051282051282
304,490.0,425.0,208250.0,1.1529411764705881
305,506.0,410.0,207460.0,1.2341463414634146
306,512.0,385.0,197120.0,1.3298701298701299
307,512.0,402.0,205824.0,1.2736318407960199
308,450.0,304.0,136800.0,1.480263157894737
309,426.0,370.0,157620.0,1.1513513513513514
310,492.0,402.0,197784.0,1.2238805970149254
311,482.0,361.0,174002.0,1.335180055401662
312,499.0,361.0,180139.0,1.3822714681440442
313,404.0,309.0,124836.0,1.307443365695793
314,512.0,430.0,220160.0,1.1906976744186046
315,512.0,401.0,205312.0,1.2768079800498753
316,476.0,345.0,164220.0,1.3797101449275362
317,512.0,424.0,217088.0,1.2075471698113207
318,465.0,369.0,171585.0,1.2601626016260163
319,503.0,397.0,199691.0,1.2670025188916876
320,447.0,343.0,153321.0,1.3032069970845481
321,512.0,361.0,184832.0,1.4182825484764543
322,504.0,379.0,191016.0,1.3298153034300793
323,491.0,341.0,167431.0,1.4398826979472141
324,498.0,357.0,177786.0,1.3949579831932772
325,499.0,382.0,190618.0,1.306282722513089
326,498.0,374.0,186252.0,1.3315508021390374
327,469.0,329.0,154301.0,1.425531914893617
328,500.0,369.0,184500.0,1.3550135501355014
329,503.0,438.0,220314.0,1.1484018264840183
330,501.0,369.0,184869.0,1.3577235772357723
331,453.0,391.0,177123.0,1.1585677749360614
332,500.0,417.0,208500.0,1.1990407673860912
333,466.0,358.0,166828.0,1.3016759776536313
334,473.0,367.0,173591.0,1.2888283378746594
335,512.0,395.0,202240.0,1.2962025316455696
336,507.0,367.0,186069.0,1.3814713896457766
337,507.0,373.0,189111.0,1.3592493297587132
338,489.0,333.0,162837.0,1.4684684684684686
339,474.0,338.0,160212.0,1.4023668639053255
340,512.0,340.0,174080.0,1.5058823529411764
341,490.0,356.0,174440.0,1.3764044943820224
342,507.0,383.0,194181.0,1.3237597911227155
343,482.0,358.0,172556.0,1.3463687150837989
344,480.0,340.0,163200.0,1.411764705882353
345,468.0,412.0,192816.0,1.1359223300970873
346,506.0,354.0,179124.0,1.4293785310734464
347,496.0,373.0,185008.0,1.3297587131367292
348,512.0,440.0,225280.0,1.1636363636363636
349,483.0,336.0,162288.0,1.4375
350,495.0,369.0,182655.0,1.3414634146341464
351,452.0,351.0,158652.0,1.2877492877492878
352,460.0,391.0,179860.0,1.1764705882352942
353,510.0,419.0,213690.0,1.2171837708830548
354,483.0,362.0,174846.0,1.3342541436464088
355,492.0,384.0,188928.0,1.28125
356,425.0,346.0,147050.0,1.2283236994219653
357,491.0,374.0,183634.0,1.3128342245989304
358,512.0,423.0,216576.0,1.210401891252955
359,512.0,373.0,190976.0,1.3726541554959786
360,512.0,412.0,210944.0,1.2427184466019416
361,490.0,411.0,201390.0,1.1922141119221412
362,483.0,374.0,180642.0,1.2914438502673797
363,507.0,390.0,197730.0,1.3
364,491.0,417.0,204747.0,1.1774580335731415
365,455.0,359.0,163345.0,1.267409470752089
366,479.0,379.0,181541.0,1.2638522427440633
367,449.0,344.0,154456.0,1.305232558139535
368,502.0,377.0,189254.0,1.3315649867374004
369,512.0,352.0,180224.0,1.4545454545454546
370,512.0,395.0,202240.0,1.2962025316455696
371,495.0,373.0,184635.0,1.3270777479892761
372,476.0,346.0,164696.0,1.3757225433526012
373,512.0,422.0,216064.0,1.2132701421800949
374,512.0,396.0,202752.0,1.292929292929293
375,461.0,390.0,179790.0,1.182051282051282
376,464.0,393.0,182352.0,1.1806615776081424
377,512.0,491.0,251392.0,1.0427698574338085
378,502.0,422.0,211844.0,1.1895734597156398
379,512.0,423.0,216576.0,1.210401891252955
380,512.0,433.0,221696.0,1.1824480369515011
381,512.0,408.0,208896.0,1.2549019607843137
382,512.0,423.0,216576.0,1.210401891252955
383,512.0,398.0,203776.0,1.2864321608040201
384,512.0,409.0,209408.0,1.2518337408312958
385,512.0,407.0,208384.0,1.257985257985258
386,482.0,391.0,188462.0,1.2327365728900255
387,512.0,408.0,208896.0,1.2549019607843137
388,503.0,359.0,180577.0,1.4011142061281336
389,512.0,404.0,206848.0,1.2673267326732673
390,504.0,378.0,190512.0,1.3333333333333333
391,512.0,371.0,189952.0,1.3800539083557952
392,452.0,318.0,143736.0,1.421383647798742
393,492.0,382.0,187944.0,1.287958115183246
394,512.0,431.0,220672.0,1.1879350348027842
395,498.0,355.0,176790.0,1.4028169014084506
396,418.0,311.0,129998.0,1.3440514469453375
397,509.0,365.0,185785.0,1.3945205479452054
398,512.0,436.0,223232.0,1.1743119266055047
399,488.0,393.0,191784.0,1.2417302798982188
400,512.0,440.0,225280.0,1.1636363636363636
401,498.0,339.0,168822.0,1.4690265486725664
402,496.0,370.0,183520.0,1.3405405405405406
403,508.0,399.0,202692.0,1.2731829573934836
404,503.0,384.0,193152.0,1.3098958333333333
405,472.0,325.0,153400.0,1.4523076923076923
406,503.0,381.0,191643.0,1.3202099737532809
407,501.0,382.0,191382.0,1.3115183246073299
408,464.0,393.0,182352.0,1.1806615776081424
409,494.0,373.0,184262.0,1.324396782841823
410,512.0,437.0,223744.0,1.17162471395881
411,469.0,372.0,174468.0,1.260752688172043
412,482.0,416.0,200512.0,1.1586538461538463
413,512.0,419.0,214528.0,1.2219570405727924
414,501.0,405.0,202905.0,1.237037037037037
415,512.0,384.0,196608.0,1.3333333333333333
416,512.0,422.0,216064.0,1.2132701421800949
417,511.0,372.0,190092.0,1.3736559139784945
418,484.0,365.0,176660.0,1.326027397260274
419,499.0,377.0,188123.0,1.323607427055703
420,509.0,385.0,195965.0,1.3220779220779222
421,506.0,417.0,211002.0,1.2134292565947242
422,502.0,421.0,211342.0,1.1923990498812351
423,512.0,403.0,206336.0,1.2704714640198511
424,482.0,388.0,187016.0,1.2422680412371134
425,504.0,372.0,187488.0,1.3548387096774193
426,512.0,396.0,202752.0,1.292929292929293
427,499.0,366.0,182634.0,1.3633879781420766
428,439.0,340.0,149260.0,1.2911764705882354
429,482.0,358.0,172556.0,1.3463687150837989
430,512.0,427.0,218624.0,1.199063231850117
431,495.0,384.0,190080.0,1.2890625
432,474.0,349.0,165426.0,1.3581661891117478
433,503.0,358.0,180074.0,1.405027932960894
434,494.0,372.0,183768.0,1.3279569892473118
435,493.0,369.0,181917.0,1.3360433604336044
436,512.0,411.0,210432.0,1.245742092457421
437,512.0,432.0,221184.0,1.1851851851851851
438,495.0,322.0,159390.0,1.5372670807453417
439,512.0,376.0,192512.0,1.3617021276595744
440,511.0,389.0,198779.0,1.313624678663239
441,504.0,404.0,203616.0,1.2475247524752475
442,464.0,326.0,151264.0,1.4233128834355828
443,496.0,375.0,186000.0,1.3226666666666667
444,494.0,418.0,206492.0,1.1818181818181819
445,487.0,373.0,181651.0,1.3056300268096515
446,473.0,358.0,169334.0,1.3212290502793296
447,491.0,391.0,191981.0,1.2557544757033248
448,492.0,371.0,182532.0,1.326145552560647
449,498.0,399.0,198702.0,1.2481203007518797
450,475.0,347.0,164825.0,1.3688760806916427
451,499.0,358.0,178642.0,1.393854748603352
452,502.0,386.0,193772.0,1.3005181347150259
453,512.0,429.0,219648.0,1.1934731934731935
454,469.0,375.0,175875.0,1.2506666666666666
455,509.0,394.0,200546.0,1.2918781725888324
456,492.0,408.0,200736.0,1.2058823529411764
457,487.0,363.0,176781.0,1.3415977961432506
458,443.0,326.0,144418.0,1.3588957055214723
459,512.0,408.0,208896.0,1.2549019607843137
460,466.0,353.0,164498.0,1.320113314447592
461,430.0,307.0,132010.0,1.4006514657980456
462,504.0,361.0,181944.0,1.3961218836565097
463,506.0,366.0,185196.0,1.3825136612021858
464,504.0,380.0,191520.0,1.3263157894736841
465,507.0,401.0,203307.0,1.2643391521197007
466,504.0,392.0,197568.0,1.2857142857142858
467,512.0,433.0,221696.0,1.1824480369515011
468,480.0,348.0,167040.0,1.3793103448275863
469,507.0,400.0,202800.0,1.2675
470,494.0,358.0,176852.0,1.3798882681564246
471,478.0,394.0,188332.0,1.2131979695431472
472,510.0,390.0,198900.0,1.3076923076923077
473,503.0,446.0,224338.0,1.1278026905829597
474,492.0,419.0,206148.0,1.1742243436754176
475,492.0,418.0,205656.0,1.1770334928229664
476,512.0,455.0,232960.0,1.1252747252747253
477,469.0,364.0,170716.0,1.2884615384615385
478,497.0,335.0,166495.0,1.483582089552239
479,450.0,305.0,137250.0,1.4754098360655739
480,512.0,383.0,196096.0,1.3368146214099217
481,493.0,363.0,178959.0,1.3581267217630855
482,503.0,446.0,224338.0,1.1278026905829597
483,512.0,389.0,199168.0,1.3161953727506426
484,508.0,354.0,179832.0,1.4350282485875707
485,455.0,346.0,157430.0,1.3150289017341041
486,512.0,423.0,216576.0,1.210401891252955
487,492.0,409.0,201228.0,1.2029339853300733
488,488.0,389.0,189832.0,1.2544987146529563
489,503.0,370.0,186110.0,1.3594594594594596
490,460.0,400.0,184000.0,1.15
491,494.0,369.0,182286.0,1.3387533875338753
492,508.0,346.0,175768.0,1.4682080924855492
493,491.0,392.0,192472.0,1.2525510204081634
494,477.0,328.0,156456.0,1.454268292682927
495,512.0,395.0,202240.0,1.2962025316455696
496,512.0,426.0,218112.0,1.2018779342723005
497,497.0,394.0,195818.0,1.2614213197969544
498,508.0,419.0,212852.0,1.2124105011933175
499,512.0,379.0,194048.0,1.3509234828496042
500,498.0,367.0,182766.0,1.3569482288828338
501,512.0,425.0,217600.0,1.204705882352941
502,512.0,352.0,180224.0,1.4545454545454546
503,496.0,369.0,183024.0,1.3441734417344173
504,449.0,323.0,145027.0,1.390092879256966
505,429.0,324.0,138996.0,1.3240740740740742
506,479.0,368.0,176272.0,1.3016304347826086
507,483.0,376.0,181608.0,1.2845744680851063
508,512.0,405.0,207360.0,1.2641975308641975
509,512.0,451.0,230912.0,1.1352549889135255
510,456.0,323.0,147288.0,1.411764705882353
511,500.0,432.0,216000.0,1.1574074074074074
512,441.0,343.0,151263.0,1.2857142857142858
513,502.0,386.0,193772.0,1.3005181347150259
514,493.0,391.0,192763.0,1.2608695652173914
515,508.0,320.0,162560.0,1.5875
516,466.0,366.0,170556.0,1.273224043715847
517,494.0,357.0,176358.0,1.3837535014005602
518,507.0,365.0,185055.0,1.389041095890411
519,469.0,344.0,161336.0,1.3633720930232558
520,512.0,427.0,218624.0,1.199063231850117
521,443.0,305.0,135115.0,1.4524590163934425
522,490.0,389.0,190610.0,1.2596401028277635
523,512.0,397.0,203264.0,1.2896725440806045
524,512.0,432.0,221184.0,1.1851851851851851
525,512.0,417.0,213504.0,1.2278177458033572
526,499.0,401.0,200099.0,1.2443890274314215
527,500.0,341.0,170500.0,1.466275659824047
528,509.0,404.0,205636.0,1.25990099009901
529,471.0,350.0,164850.0,1.3457142857142856
530,512.0,398.0,203776.0,1.2864321608040201
531,512.0,401.0,205312.0,1.2768079800498753
532,481.0,364.0,175084.0,1.3214285714285714
533,512.0,390.0,199680.0,1.3128205128205128
534,491.0,406.0,199346.0,1.20935960591133
535,491.0,358.0,175778.0,1.3715083798882681
536,512.0,390.0,199680.0,1.3128205128205128
537,510.0,430.0,219300.0,1.186046511627907
538,512.0,382.0,195584.0,1.3403141361256545
539,512.0,376.0,192512.0,1.3617021276595744
540,508.0,426.0,216408.0,1.192488262910798
541,496.0,357.0,177072.0,1.3893557422969187
542,512.0,441.0,225792.0,1.1609977324263039
543,492.0,382.0,187944.0,1.287958115183246
544,512.0,416.0,212992.0,1.2307692307692308
545,495.0,323.0,159885.0,1.5325077399380804
546,503.0,390.0,196170.0,1.2897435897435898
547,512.0,421.0,215552.0,1.2161520190023754
548,478.0,330.0,157740.0,1.4484848484848485
549,512.0,337.0,172544.0,1.5192878338278932
550,494.0,404.0,199576.0,1.2227722772277227
551,512.0,414.0,211968.0,1.2367149758454106
552,509.0,393.0,200037.0,1.2951653944020356
553,512.0,385.0,197120.0,1.3298701298701299
554,467.0,321.0,149907.0,1.4548286604361371
555,458.0,346.0,158468.0,1.323699421965318
556,482.0,416.0,200512.0,1.1586538461538463
557,431.0,308.0,132748.0,1.3993506493506493
558,492.0,406.0,199752.0,1.2118226600985222
559,512.0,352.0,180224.0,1.4545454545454546
560,458.0,348.0,159384.0,1.3160919540229885
561,508.0,378.0,192024.0,1.343915343915344
562,484.0,368.0,178112.0,1.315217391304348
563,512.0,427.0,218624.0,1.199063231850117
564,512.0,433.0,221696.0,1.1824480369515011
565,492.0,381.0,187452.0,1.2913385826771653
566,505.0,366.0,184830.0,1.3797814207650274
567,451.0,324.0,146124.0,1.3919753086419753
568,481.0,386.0,185666.0,1.2461139896373057
569,505.0,381.0,192405.0,1.3254593175853018
570,504.0,443.0,223272.0,1.1376975169300225
571,512.0,353.0,180736.0,1.4504249291784703
572,484.0,383.0,185372.0,1.2637075718015667
573,512.0,388.0,198656.0,1.3195876288659794
574,498.0,385.0,191730.0,1.2935064935064935
575,500.0,416.0,208000.0,1.2019230769230769
576,508.0,424.0,215392.0,1.1981132075471699
577,488.0,363.0,177144.0,1.3443526170798898
578,512.0,404.0,206848.0,1.2673267326732673
579,469.0,396.0,185724.0,1.1843434343434343
580,448.0,347.0,155456.0,1.2910662824207493
581,479.0,377.0,180583.0,1.2705570291777188
582,512.0,434.0,222208.0,1.1797235023041475
583,503.0,389.0,195667.0,1.2930591259640103
584,512.0,413.0,211456.0,1.2397094430992737
585,493.0,392.0,193256.0,1.2576530612244898
586,462.0,362.0,167244.0,1.276243093922652
587,512.0,440.0,225280.0,1.1636363636363636
588,511.0,375.0,191625.0,1.3626666666666667
