,X,X/Y,Y,Z,Z/Y
299,504,1.2144578313253012,415,34,0.0819277108433735
300,495,1.356164383561644,365,33,0.09041095890410959
301,512,1.2518337408312958,409,102,0.24938875305623473
302,512,1.3061224489795917,392,57,0.14540816326530612
303,461,1.182051282051282,390,25,0.0641025641025641
304,490,1.1529411764705881,425,25,0.058823529411764705
305,506,1.2341463414634146,410,38,0.09268292682926829
306,512,1.3298701298701299,385,30,0.07792207792207792
307,512,1.2736318407960199,402,32,0.07960199004975124
308,450,1.480263157894737,304,36,0.11842105263157894
309,426,1.1513513513513514,370,37,0.1
310,492,1.2238805970149254,402,159,0.39552238805970147
311,482,1.335180055401662,361,63,0.1745152354570637
312,499,1.3822714681440442,361,28,0.07756232686980609
313,404,1.307443365695793,309,45,0.14563106796116504
314,512,1.1906976744186046,430,29,0.06744186046511629
315,512,1.2768079800498753,401,41,0.10224438902743142
316,476,1.3797101449275362,345,48,0.1391304347826087
317,512,1.2075471698113207,424,95,0.2240566037735849
318,465,1.2601626016260163,369,95,0.25745257452574527
319,503,1.2670025188916876,397,39,0.0982367758186398
320,447,1.3032069970845481,343,46,0.13411078717201166
321,512,1.4182825484764543,361,43,0.11911357340720222
322,504,1.3298153034300793,379,127,0.33509234828496043
323,491,1.4398826979472141,341,42,0.12316715542521994
324,498,1.3949579831932772,357,95,0.2661064425770308
325,499,1.306282722513089,382,97,0.25392670157068065
326,498,1.3315508021390374,374,45,0.12032085561497326
327,469,1.425531914893617,329,43,0.13069908814589665
328,500,1.3550135501355014,369,87,0.23577235772357724
329,503,1.1484018264840183,438,44,0.1004566210045662
330,501,1.3577235772357723,369,33,0.08943089430894309
331,453,1.1585677749360614,391,25,0.0639386189258312
332,500,1.1990407673860912,417,44,0.10551558752997602
333,466,1.3016759776536313,358,38,0.10614525139664804
334,473,1.2888283378746594,367,37,0.1008174386920981
335,512,1.2962025316455696,395,33,0.08354430379746836
336,507,1.3814713896457766,367,48,0.1307901907356948
337,507,1.3592493297587132,373,29,0.0777479892761394
338,489,1.4684684684684686,333,33,0.0990990990990991
339,474,1.4023668639053255,338,38,0.11242603550295859
340,512,1.5058823529411764,340,31,0.09117647058823529
341,490,1.3764044943820224,356,102,0.28651685393258425
342,507,1.3237597911227155,383,190,0.4960835509138381
343,482,1.3463687150837989,358,43,0.12011173184357542
344,480,1.411764705882353,340,31,0.09117647058823529
345,468,1.1359223300970873,412,133,0.32281553398058255
346,506,1.4293785310734464,354,47,0.1327683615819209
347,496,1.3297587131367292,373,32,0.08579088471849866
348,512,1.1636363636363636,440,35,0.07954545454545454
349,483,1.4375,336,52,0.15476190476190477
350,495,1.3414634146341464,369,40,0.10840108401084012
351,452,1.2877492877492878,351,39,0.1111111111111111
352,460,1.1764705882352942,391,25,0.0639386189258312
353,510,1.2171837708830548,419,41,0.09785202863961814
354,483,1.3342541436464088,362,157,0.43370165745856354
355,492,1.28125,384,45,0.1171875
356,425,1.2283236994219653,346,40,0.11560693641618497
357,491,1.3128342245989304,374,99,0.2647058823529412
358,512,1.210401891252955,423,38,0.08983451536643026
359,512,1.3726541554959786,373,40,0.10723860589812333
360,512,1.2427184466019416,412,35,0.08495145631067962
361,490,1.1922141119221412,411,41,0.09975669099756691
362,483,1.2914438502673797,374,105,0.2807486631016043
363,507,1.3,390,43,0.11025641025641025
364,491,1.1774580335731415,417,25,0.05995203836930456
365,455,1.267409470752089,359,43,0.11977715877437325
366,479,1.2638522427440633,379,32,0.08443271767810026
367,449,1.305232558139535,344,38,0.11046511627906977
368,502,1.3315649867374004,377,92,0.2440318302387268
369,512,1.4545454545454546,352,24,0.06818181818181818
370,512,1.2962025316455696,395,42,0.10632911392405063
371,495,1.3270777479892761,373,97,0.26005361930294907
372,476,1.3757225433526012,346,40,0.11560693641618497
373,512,1.2132701421800949,422,45,0.1066350710900474
374,512,1.292929292929293,396,34,0.08585858585858586
375,461,1.182051282051282,390,25,0.0641025641025641
376,464,1.1806615776081424,393,25,0.06361323155216285
377,512,1.0427698574338085,491,38,0.07739307535641547
378,502,1.1895734597156398,422,49,0.11611374407582939
379,512,1.210401891252955,423,38,0.08983451536643026
380,512,1.1824480369515011,433,43,0.09930715935334873
381,512,1.2549019607843137,408,46,0.11274509803921569
382,512,1.210401891252955,423,42,0.09929078014184398
383,512,1.2864321608040201,398,44,0.11055276381909548
384,512,1.2518337408312958,409,112,0.27383863080684595
385,512,1.257985257985258,407,28,0.0687960687960688
386,482,1.2327365728900255,391,40,0.10230179028132992
387,512,1.2549019607843137,408,49,0.12009803921568628
388,503,1.4011142061281336,359,38,0.10584958217270195
389,512,1.2673267326732673,404,127,0.31435643564356436
390,504,1.3333333333333333,378,38,0.10052910052910052
391,512,1.3800539083557952,371,107,0.2884097035040431
392,452,1.421383647798742,318,31,0.09748427672955975
393,492,1.287958115183246,382,39,0.10209424083769633
394,512,1.1879350348027842,431,39,0.09048723897911833
395,498,1.4028169014084506,355,48,0.1352112676056338
396,418,1.3440514469453375,311,249,0.8006430868167203
397,509,1.3945205479452054,365,27,0.07397260273972603
398,512,1.1743119266055047,436,45,0.10321100917431193
399,488,1.2417302798982188,393,39,0.09923664122137404
400,512,1.1636363636363636,440,46,0.10454545454545454
401,498,1.4690265486725664,339,125,0.3687315634218289
402,496,1.3405405405405406,370,43,0.11621621621621622
403,508,1.2731829573934836,399,79,0.19799498746867167
404,503,1.3098958333333333,384,45,0.1171875
405,472,1.4523076923076923,325,49,0.15076923076923077
406,503,1.3202099737532809,381,38,0.09973753280839895
407,501,1.3115183246073299,382,39,0.10209424083769633
408,464,1.1806615776081424,393,25,0.06361323155216285
409,494,1.324396782841823,373,43,0.11528150134048257
410,512,1.17162471395881,437,42,0.09610983981693363
411,469,1.260752688172043,372,40,0.10752688172043011
412,482,1.1586538461538463,416,25,0.06009615384615385
413,512,1.2219570405727924,419,36,0.08591885441527446
414,501,1.237037037037037,405,107,0.2641975308641975
415,512,1.3333333333333333,384,38,0.09895833333333333
416,512,1.2132701421800949,422,43,0.1018957345971564
417,511,1.3736559139784945,372,34,0.0913978494623656
418,484,1.326027397260274,365,40,0.1095890410958904
419,499,1.323607427055703,377,32,0.08488063660477453
420,509,1.3220779220779222,385,95,0.24675324675324675
421,506,1.2134292565947242,417,46,0.11031175059952038
422,502,1.1923990498812351,421,40,0.09501187648456057
423,512,1.2704714640198511,403,42,0.10421836228287841
424,482,1.2422680412371134,388,34,0.08762886597938144
425,504,1.3548387096774193,372,40,0.10752688172043011
426,512,1.292929292929293,396,35,0.08838383838383838
427,499,1.3633879781420766,366,46,0.12568306010928962
428,439,1.2911764705882354,340,115,0.3382352941176471
429,482,1.3463687150837989,358,43,0.12011173184357542
430,512,1.199063231850117,427,32,0.07494145199063232
431,495,1.2890625,384,49,0.12760416666666666
432,474,1.3581661891117478,349,38,0.10888252148997135
433,503,1.405027932960894,358,24,0.0670391061452514
434,494,1.3279569892473118,372,47,0.12634408602150538
435,493,1.3360433604336044,369,40,0.10840108401084012
436,512,1.245742092457421,411,112,0.2725060827250608
437,512,1.1851851851851851,432,44,0.10185185185185185
438,495,1.5372670807453417,322,46,0.14285714285714285
439,512,1.3617021276595744,376,39,0.10372340425531915
440,511,1.313624678663239,389,42,0.10796915167095116
441,504,1.2475247524752475,404,41,0.10148514851485149
442,464,1.4233128834355828,326,49,0.15030674846625766
443,496,1.3226666666666667,375,40,0.10666666666666667
444,494,1.1818181818181819,418,25,0.05980861244019139
445,487,1.3056300268096515,373,46,0.12332439678284182
446,473,1.3212290502793296,358,36,0.1005586592178771
447,491,1.2557544757033248,391,45,0.11508951406649616
448,492,1.326145552560647,371,50,0.1347708894878706
449,498,1.2481203007518797,399,23,0.05764411027568922
450,475,1.3688760806916427,347,38,0.10951008645533142
451,499,1.393854748603352,358,38,0.10614525139664804
452,502,1.3005181347150259,386,26,0.06735751295336788
453,512,1.1934731934731935,429,107,0.2494172494172494
454,469,1.2506666666666666,375,92,0.24533333333333332
455,509,1.2918781725888324,394,54,0.13705583756345177
456,492,1.2058823529411764,408,40,0.09803921568627451
457,487,1.3415977961432506,363,30,0.08264462809917356
458,443,1.3588957055214723,326,43,0.13190184049079753
459,512,1.2549019607843137,408,46,0.11274509803921569
460,466,1.320113314447592,353,29,0.0821529745042493
461,430,1.4006514657980456,307,50,0.16286644951140064
462,504,1.3961218836565097,361,31,0.08587257617728532
463,506,1.3825136612021858,366,36,0.09836065573770492
464,504,1.3263157894736841,380,30,0.07894736842105263
465,507,1.2643391521197007,401,38,0.09476309226932668
466,504,1.2857142857142858,392,112,0.2857142857142857
467,512,1.1824480369515011,433,42,0.09699769053117784
468,480,1.3793103448275863,348,46,0.13218390804597702
469,507,1.2675,400,28,0.07
470,494,1.3798882681564246,358,46,0.12849162011173185
471,478,1.2131979695431472,394,38,0.09644670050761421
472,510,1.3076923076923077,390,45,0.11538461538461539
473,503,1.1278026905829597,446,44,0.09865470852017937
474,492,1.1742243436754176,419,47,0.11217183770883055
475,492,1.1770334928229664,418,48,0.11483253588516747
476,512,1.1252747252747253,455,39,0.08571428571428572
477,469,1.2884615384615385,364,42,0.11538461538461539
478,497,1.483582089552239,335,42,0.1253731343283582
479,450,1.4754098360655739,305,90,0.29508196721311475
480,512,1.3368146214099217,383,34,0.08877284595300261
481,493,1.3581267217630855,363,45,0.12396694214876033
482,503,1.1278026905829597,446,44,0.09865470852017937
483,512,1.3161953727506426,389,36,0.09254498714652956
484,508,1.4350282485875707,354,25,0.07062146892655367
485,455,1.3150289017341041,346,33,0.0953757225433526
486,512,1.210401891252955,423,39,0.09219858156028368
487,492,1.2029339853300733,409,40,0.097799511002445
488,488,1.2544987146529563,389,37,0.09511568123393316
489,503,1.3594594594594596,370,33,0.0891891891891892
490,460,1.15,400,25,0.0625
491,494,1.3387533875338753,369,105,0.2845528455284553
492,508,1.4682080924855492,346,45,0.13005780346820808
493,491,1.2525510204081634,392,24,0.061224489795918366
494,477,1.454268292682927,328,45,0.13719512195121952
495,512,1.2962025316455696,395,43,0.10886075949367088
496,512,1.2018779342723005,426,37,0.08685446009389672
497,497,1.2614213197969544,394,37,0.09390862944162437
498,508,1.2124105011933175,419,41,0.09785202863961814
499,512,1.3509234828496042,379,40,0.10554089709762533
500,498,1.3569482288828338,367,39,0.10626702997275204
501,512,1.204705882352941,425,37,0.08705882352941176
502,512,1.4545454545454546,352,35,0.09943181818181818
503,496,1.3441734417344173,369,34,0.0921409214092141
504,449,1.390092879256966,323,36,0.11145510835913312
505,429,1.3240740740740742,324,32,0.09876543209876543
506,479,1.3016304347826086,368,45,0.12228260869565218
507,483,1.2845744680851063,376,190,0.5053191489361702
508,512,1.2641975308641975,405,47,0.11604938271604938
509,512,1.1352549889135255,451,42,0.09312638580931264
510,456,1.411764705882353,323,90,0.2786377708978328
511,500,1.1574074074074074,432,110,0.25462962962962965
512,441,1.2857142857142858,343,46,0.13411078717201166
513,502,1.3005181347150259,386,41,0.10621761658031088
514,493,1.2608695652173914,391,45,0.11508951406649616
515,508,1.5875,320,38,0.11875
516,466,1.273224043715847,366,42,0.11475409836065574
517,494,1.3837535014005602,357,42,0.11764705882352941
518,507,1.389041095890411,365,36,0.09863013698630137
519,469,1.3633720930232558,344,42,0.12209302325581395
520,512,1.199063231850117,427,40,0.0936768149882904
521,443,1.4524590163934425,305,30,0.09836065573770492
522,490,1.2596401028277635,389,54,0.13881748071979436
523,512,1.2896725440806045,397,40,0.10075566750629723
524,512,1.1851851851851851,432,28,0.06481481481481481
525,512,1.2278177458033572,417,45,0.1079136690647482
526,499,1.2443890274314215,401,23,0.057356608478802994
527,500,1.466275659824047,341,46,0.1348973607038123
528,509,1.25990099009901,404,46,0.11386138613861387
529,471,1.3457142857142856,350,38,0.10857142857142857
530,512,1.2864321608040201,398,40,0.10050251256281408
531,512,1.2768079800498753,401,40,0.09975062344139651
532,481,1.3214285714285714,364,37,0.10164835164835165
533,512,1.3128205128205128,390,41,0.10512820512820513
534,491,1.20935960591133,406,39,0.0960591133004926
535,491,1.3715083798882681,358,40,0.11173184357541899
536,512,1.3128205128205128,390,268,0.6871794871794872
537,510,1.186046511627907,430,37,0.08604651162790698
538,512,1.3403141361256545,382,39,0.10209424083769633
539,512,1.3617021276595744,376,24,0.06382978723404255
540,508,1.192488262910798,426,32,0.07511737089201878
541,496,1.3893557422969187,357,100,0.2801120448179272
542,512,1.1609977324263039,441,45,0.10204081632653061
543,492,1.287958115183246,382,48,0.1256544502617801
544,512,1.2307692307692308,416,36,0.08653846153846154
545,495,1.5325077399380804,323,46,0.14241486068111456
