,w,h,area,ratio
410,512.0,413.0,211456.0,1.2397094430992737
411,512.0,421.0,215552.0,1.2161520190023754
412,498.0,387.0,192726.0,1.2868217054263567
413,476.0,320.0,152320.0,1.4875
414,512.0,400.0,204800.0,1.28
415,484.0,356.0,172304.0,1.3595505617977528
416,488.0,373.0,182024.0,1.3083109919571045
417,499.0,376.0,187624.0,1.327127659574468
418,495.0,383.0,189585.0,1.2924281984334203
419,512.0,355.0,181760.0,1.4422535211267606
420,512.0,387.0,198144.0,1.322997416020672
421,495.0,402.0,198990.0,1.2313432835820894
422,512.0,381.0,195072.0,1.3438320209973753
423,512.0,391.0,200192.0,1.3094629156010231
424,512.0,412.0,210944.0,1.2427184466019416
425,427.0,318.0,135786.0,1.3427672955974843
426,506.0,395.0,199870.0,1.281012658227848
427,492.0,404.0,198768.0,1.2178217821782178
428,499.0,326.0,162674.0,1.530674846625767
429,512.0,443.0,226816.0,1.1557562076749435
430,429.0,340.0,145860.0,1.261764705882353
431,505.0,372.0,187860.0,1.35752688172043
432,484.0,345.0,166980.0,1.4028985507246376
433,474.0,338.0,160212.0,1.4023668639053255
434,512.0,360.0,184320.0,1.4222222222222223
435,507.0,412.0,208884.0,1.2305825242718447
436,511.0,438.0,223818.0,1.1666666666666667
437,512.0,406.0,207872.0,1.2610837438423645
438,512.0,386.0,197632.0,1.3264248704663213
439,468.0,361.0,168948.0,1.296398891966759
440,512.0,389.0,199168.0,1.3161953727506426
441,487.0,382.0,186034.0,1.274869109947644
442,501.0,408.0,204408.0,1.2279411764705883
443,512.0,487.0,249344.0,1.051334702258727
444,512.0,403.0,206336.0,1.2704714640198511
445,499.0,371.0,185129.0,1.3450134770889488
446,510.0,408.0,208080.0,1.25
447,501.0,395.0,197895.0,1.268354430379747
448,512.0,369.0,188928.0,1.3875338753387534
449,504.0,368.0,185472.0,1.3695652173913044
450,465.0,326.0,151590.0,1.4263803680981595
451,458.0,380.0,174040.0,1.2052631578947368
452,444.0,309.0,137196.0,1.4368932038834952
453,506.0,365.0,184690.0,1.3863013698630138
454,512.0,416.0,212992.0,1.2307692307692308
455,512.0,422.0,216064.0,1.2132701421800949
456,454.0,313.0,142102.0,1.450479233226837
457,445.0,336.0,149520.0,1.3244047619047619
458,470.0,345.0,162150.0,1.3623188405797102
459,465.0,366.0,170190.0,1.2704918032786885
460,512.0,406.0,207872.0,1.2610837438423645
461,470.0,324.0,152280.0,1.4506172839506173
462,496.0,363.0,180048.0,1.3663911845730028
463,512.0,448.0,229376.0,1.1428571428571428
464,470.0,369.0,173430.0,1.2737127371273713
465,512.0,403.0,206336.0,1.2704714640198511
466,439.0,301.0,132139.0,1.458471760797342
467,495.0,348.0,172260.0,1.4224137931034482
468,477.0,351.0,167427.0,1.358974358974359
469,512.0,410.0,209920.0,1.248780487804878
470,500.0,350.0,175000.0,1.4285714285714286
471,512.0,378.0,193536.0,1.3544973544973544
472,460.0,330.0,151800.0,1.393939393939394
473,467.0,332.0,155044.0,1.4066265060240963
474,510.0,319.0,162690.0,1.598746081504702
475,487.0,373.0,181651.0,1.3056300268096515
476,511.0,410.0,209510.0,1.2463414634146341
477,512.0,386.0,197632.0,1.3264248704663213
478,503.0,372.0,187116.0,1.3521505376344085
479,465.0,383.0,178095.0,1.2140992167101827
480,512.0,398.0,203776.0,1.2864321608040201
481,495.0,388.0,192060.0,1.2757731958762886
482,484.0,352.0,170368.0,1.375
483,505.0,372.0,187860.0,1.35752688172043
484,512.0,322.0,164864.0,1.5900621118012421
485,492.0,373.0,183516.0,1.3190348525469169
486,503.0,389.0,195667.0,1.2930591259640103
487,512.0,403.0,206336.0,1.2704714640198511
488,498.0,399.0,198702.0,1.2481203007518797
489,502.0,436.0,218872.0,1.151376146788991
490,512.0,424.0,217088.0,1.2075471698113207
491,504.0,371.0,186984.0,1.3584905660377358
492,512.0,451.0,230912.0,1.1352549889135255
493,488.0,357.0,174216.0,1.3669467787114846
494,484.0,358.0,173272.0,1.3519553072625698
495,512.0,470.0,240640.0,1.0893617021276596
496,446.0,415.0,185090.0,1.074698795180723
497,512.0,403.0,206336.0,1.2704714640198511
498,485.0,335.0,162475.0,1.4477611940298507
499,475.0,347.0,164825.0,1.3688760806916427
500,474.0,372.0,176328.0,1.2741935483870968
501,512.0,406.0,207872.0,1.2610837438423645
502,510.0,385.0,196350.0,1.3246753246753247
503,512.0,367.0,187904.0,1.3950953678474114
504,512.0,369.0,188928.0,1.3875338753387534
505,470.0,391.0,183770.0,1.2020460358056266
506,512.0,412.0,210944.0,1.2427184466019416
507,488.0,364.0,177632.0,1.3406593406593406
508,512.0,351.0,179712.0,1.4586894586894588
509,473.0,345.0,163185.0,1.3710144927536232
510,499.0,425.0,212075.0,1.1741176470588235
511,510.0,347.0,176970.0,1.4697406340057637
512,512.0,420.0,215040.0,1.2190476190476192
513,492.0,369.0,181548.0,1.3333333333333333
514,512.0,361.0,184832.0,1.4182825484764543
515,488.0,361.0,176168.0,1.3518005540166205
516,495.0,406.0,200970.0,1.2192118226600985
517,512.0,393.0,201216.0,1.3027989821882953
518,503.0,368.0,185104.0,1.3668478260869565
519,510.0,384.0,195840.0,1.328125
520,495.0,382.0,189090.0,1.2958115183246073
521,512.0,370.0,189440.0,1.3837837837837839
522,474.0,412.0,195288.0,1.1504854368932038
523,512.0,374.0,191488.0,1.3689839572192513
524,491.0,358.0,175778.0,1.3715083798882681
525,509.0,425.0,216325.0,1.1976470588235295
526,505.0,380.0,191900.0,1.3289473684210527
527,504.0,365.0,183960.0,1.3808219178082193
528,512.0,369.0,188928.0,1.3875338753387534
529,512.0,365.0,186880.0,1.4027397260273973
530,508.0,359.0,182372.0,1.415041782729805
531,488.0,360.0,175680.0,1.3555555555555556
532,484.0,335.0,162140.0,1.4447761194029851
533,512.0,380.0,194560.0,1.3473684210526315
534,512.0,395.0,202240.0,1.2962025316455696
535,507.0,439.0,222573.0,1.1548974943052392
536,497.0,355.0,176435.0,1.4
537,512.0,367.0,187904.0,1.3950953678474114
538,512.0,402.0,205824.0,1.2736318407960199
539,463.0,385.0,178255.0,1.2025974025974027
540,458.0,341.0,156178.0,1.343108504398827
541,512.0,448.0,229376.0,1.1428571428571428
542,497.0,369.0,183393.0,1.3468834688346885
543,512.0,368.0,188416.0,1.391304347826087
544,512.0,363.0,185856.0,1.4104683195592287
545,512.0,371.0,189952.0,1.3800539083557952
546,497.0,348.0,172956.0,1.4281609195402298
547,512.0,392.0,200704.0,1.3061224489795917
548,449.0,370.0,166130.0,1.2135135135135136
549,496.0,366.0,181536.0,1.355191256830601
550,486.0,374.0,181764.0,1.2994652406417113
551,506.0,369.0,186714.0,1.3712737127371273
552,472.0,384.0,181248.0,1.2291666666666667
553,466.0,382.0,178012.0,1.219895287958115
554,474.0,359.0,170166.0,1.3203342618384402
555,476.0,345.0,164220.0,1.3797101449275362
556,474.0,350.0,165900.0,1.3542857142857143
557,468.0,364.0,170352.0,1.2857142857142858
558,479.0,374.0,179146.0,1.2807486631016043
559,505.0,355.0,179275.0,1.4225352112676057
560,449.0,319.0,143231.0,1.4075235109717867
561,512.0,320.0,163840.0,1.6
562,512.0,378.0,193536.0,1.3544973544973544
563,512.0,419.0,214528.0,1.2219570405727924
564,509.0,387.0,196983.0,1.3152454780361758
565,453.0,323.0,146319.0,1.4024767801857585
566,458.0,346.0,158468.0,1.323699421965318
567,467.0,332.0,155044.0,1.4066265060240963
568,500.0,365.0,182500.0,1.36986301369863
569,446.0,327.0,145842.0,1.363914373088685
570,481.0,360.0,173160.0,1.336111111111111
571,497.0,396.0,196812.0,1.255050505050505
572,479.0,347.0,166213.0,1.3804034582132565
573,512.0,381.0,195072.0,1.3438320209973753
574,488.0,344.0,167872.0,1.4186046511627908
575,512.0,412.0,210944.0,1.2427184466019416
576,509.0,388.0,197492.0,1.3118556701030928
577,450.0,345.0,155250.0,1.3043478260869565
578,502.0,435.0,218370.0,1.1540229885057471
579,479.0,447.0,214113.0,1.0715883668903803
580,503.0,403.0,202709.0,1.248138957816377
581,512.0,400.0,204800.0,1.28
582,441.0,296.0,130536.0,1.489864864864865
583,475.0,308.0,146300.0,1.5422077922077921
584,512.0,392.0,200704.0,1.3061224489795917
585,474.0,342.0,162108.0,1.3859649122807018
586,512.0,434.0,222208.0,1.1797235023041475
587,500.0,389.0,194500.0,1.2853470437017995
588,511.0,382.0,195202.0,1.337696335078534
